fic,gvkey,datadate,iid,conm
,131679,31/1/06,01W,
,131680,31/1/06,01W,
,131681,31/1/06,01W,
,131698,31/1/06,01W,
,131700,31/1/06,01W,
,131702,31/1/06,01W,
,131703,31/1/06,01W,
,131705,31/1/06,01W,
,131706,31/1/06,01W,
,131708,31/1/06,01W,
,131709,31/1/06,01W,
,131710,31/1/06,01W,
,131711,31/1/06,01W,
,131713,31/1/06,01W,
,131715,31/1/06,01W,
,131719,31/1/06,01W,
,131720,31/1/06,01W,
,131722,31/1/06,01W,
,131723,31/1/06,01W,
,131724,31/1/06,01W,
,131725,31/1/06,01W,
,131726,31/1/06,01W,
,131727,31/1/06,01W,
,131738,31/1/06,01W,
,131739,31/1/06,01W,
,131741,31/1/06,01W,
,131742,31/1/06,01W,
,131743,31/1/06,01W,
,131744,31/1/06,01W,
,131745,31/1/06,01W,
,131747,31/1/06,01W,
,131748,31/1/06,01W,
,131749,31/1/06,01W,
,131750,31/1/06,01W,
,131751,31/1/06,01W,
,131752,31/1/06,01W,
,131753,31/1/06,01W,
,131754,31/1/06,01W,
,131755,31/1/06,01W,
,131756,31/1/06,01W,
,131757,31/1/06,01W,
,131759,31/1/06,01W,
,131760,31/1/06,01W,
,131761,31/1/06,01W,
,131778,31/1/06,01W,
,131779,31/1/06,01W,
,131780,31/1/06,01W,
,131781,31/1/06,01W,
,131782,31/1/06,01W,
,131783,31/1/06,01W,
,131784,31/1/06,01W,
,131785,31/1/06,01W,
,131786,31/1/06,01W,
,131787,31/1/06,01W,
,131789,31/1/06,01W,
,131790,31/1/06,01W,
,131792,31/1/06,01W,
,131793,31/1/06,01W,
,131796,31/1/06,01W,
,131797,31/1/06,01W,
,131799,31/1/06,01W,
,131800,31/1/06,01W,
,131801,31/1/06,01W,
,131802,31/1/06,01W,
,131803,31/1/06,01W,
,131818,31/1/06,01W,
,131819,31/1/06,01W,
,131820,31/1/06,01W,
,131821,31/1/06,01W,
,137572,31/8/06,01W,
,131822,31/1/06,01W,
,131823,31/1/06,01W,
,131824,31/1/06,01W,
,131825,31/1/06,01W,
,131838,31/1/06,01W,
,131839,31/1/06,01W,
,131840,31/1/06,01W,
,131841,31/1/06,01W,
,131842,31/1/06,01W,
,131843,31/1/06,01W,
,131844,31/1/06,01W,
,131845,31/1/06,01W,
,131846,31/1/06,01W,
,131847,31/1/06,01W,
,131848,31/1/06,01W,
,131849,31/1/06,01W,
,131850,31/1/06,01W,
,131858,31/1/06,01W,
,131859,31/1/06,01W,
,131860,31/1/06,01W,
,131861,31/1/06,01W,
,131862,31/1/06,01W,
,131863,31/1/06,01W,
,131864,31/1/06,01W,
,131865,31/1/06,01W,
,131866,31/1/06,01W,
,131867,31/1/06,01W,
,131878,31/1/06,01W,
,131879,31/1/06,01W,
,131880,31/1/06,01W,
,131881,31/1/06,01W,
,131882,31/1/06,01W,
,131883,31/1/06,01W,
,131884,31/1/06,01W,
,131885,31/1/06,01W,
,131898,31/1/06,01W,
,131899,31/1/06,01W,
,131900,31/1/06,01W,
,131901,31/1/06,01W,
,131902,31/1/06,01W,
,131903,31/1/06,01W,
,131904,31/1/06,01W,
,131905,31/1/06,01W,
,131906,31/1/06,01W,
,131907,31/1/06,01W,
,131908,31/1/06,01W,
,131909,31/1/06,01W,
,131910,31/1/06,01W,
,131918,31/1/06,01W,
,131919,31/1/06,01W,
,131920,31/1/06,01W,
,131921,31/1/06,01W,
,131922,31/1/06,01W,
,131923,31/1/06,01W,
,131924,31/1/06,01W,
,131925,31/1/06,01W,
,131926,31/1/06,01W,
,131927,31/1/06,01W,
,131928,31/1/06,01W,
,131938,31/1/06,01W,
,131939,31/1/06,01W,
,131940,31/1/06,01W,
,131941,31/1/06,01W,
,131942,31/1/06,01W,
,131943,31/1/06,01W,
,131944,31/1/06,01W,
,131945,31/1/06,01W,
,131958,31/1/06,01W,
,131959,31/1/06,01W,
,131960,31/1/06,01W,
,131961,31/1/06,01W,
,131962,31/1/06,01W,
,131963,31/1/06,01W,
,131964,31/1/06,01W,
,131965,31/1/06,01W,
,131966,31/1/06,01W,
,131978,31/1/06,01W,
,131979,31/1/06,01W,
,131980,31/1/06,01W,
,131981,31/1/06,01W,
,131982,31/1/06,01W,
,131983,31/1/06,01W,
,131998,31/1/06,01W,
,131999,31/1/06,01W,
,132000,31/1/06,01W,
,132001,31/1/06,01W,
,132002,31/1/06,01W,
,132003,31/1/06,01W,
,132004,31/1/06,01W,
,132005,31/1/06,01W,
,132018,31/1/06,01W,
,132019,31/1/06,01W,
,132020,31/1/06,01W,
,132021,31/1/06,01W,
,132022,31/1/06,01W,
,132023,31/1/06,01W,
,132024,31/1/06,01W,
,132025,31/1/06,01W,
,132026,31/1/06,01W,
,132038,31/1/06,01W,
,132039,31/1/06,01W,
,132040,31/1/06,01W,
,132041,31/1/06,01W,
,132042,31/1/06,01W,
,132043,31/1/06,01W,
,132044,31/1/06,01W,
,132045,31/1/06,01W,
,132046,31/1/06,01W,
,132047,31/1/06,01W,
,132048,31/1/06,01W,
,132049,31/1/06,01W,
,132050,31/1/06,01W,
,132051,31/1/06,01W,
,132052,31/1/06,01W,
,132053,31/1/06,01W,
,132054,31/1/06,01W,
,132055,31/1/06,01W,
,132056,31/1/06,01W,
,132057,31/1/06,01W,
,132059,31/1/06,01W,
,132061,31/1/06,01W,
,132062,31/1/06,01W,
,132063,31/1/06,01W,
,132064,31/1/06,01W,
,132065,31/1/06,01W,
,132066,31/1/06,01W,
,132067,31/1/06,01W,
,132068,31/1/06,01W,
,132069,31/1/06,01W,
,132070,31/1/06,01W,
,132071,31/1/06,01W,
,132072,31/1/06,01W,
,132073,31/1/06,01W,
,132074,31/1/06,01W,
,132075,31/1/06,01W,
,132076,31/1/06,01W,
,132077,31/1/06,01W,
,132078,31/1/06,01W,
,132079,31/1/06,01W,
,132080,31/1/06,01W,
,132081,31/1/06,01W,
,132082,31/1/06,01W,
,132083,31/1/06,01W,
,132084,31/1/06,01W,
,132085,31/1/06,01W,
,132086,31/1/06,01W,
,132087,31/1/06,01W,
,132098,31/1/06,01W,
,132099,31/1/06,01W,
,132100,31/1/06,01W,
,132102,31/1/06,01W,
,132103,31/1/06,01W,
,132104,31/1/06,01W,
,132105,31/1/06,01W,
,132106,31/1/06,01W,
,132118,31/1/06,01W,
,132119,31/1/06,01W,
,132120,31/1/06,01W,
,132121,31/1/06,01W,
,132122,31/1/06,01W,
,132123,31/1/06,01W,
,132124,31/1/06,01W,
,132125,31/1/06,01W,
,132138,31/1/06,01W,
,132139,31/1/06,01W,
,132140,31/1/06,01W,
,132141,31/1/06,01W,
,132142,31/1/06,01W,
,132143,31/1/06,01W,
,132158,31/1/06,01W,
,132159,31/1/06,01W,
,132160,31/1/06,01W,
,132161,31/1/06,01W,
,132162,31/1/06,01W,
,132163,31/1/06,01W,
,132164,31/1/06,01W,
,132165,31/1/06,01W,
,132166,31/1/06,01W,
,132167,31/1/06,01W,
,132168,31/1/06,01W,
,132178,31/1/06,01W,
,132179,31/1/06,01W,
,132180,31/1/06,01W,
,132181,31/1/06,01W,
,132182,31/1/06,01W,
,132183,31/1/06,01W,
,132184,31/1/06,01W,
,132185,31/1/06,01W,
,132186,31/1/06,01W,
,132187,31/1/06,01W,
,132188,31/1/06,01W,
,132189,31/1/06,01W,
,132198,31/1/06,01W,
,132200,31/1/06,01W,
,132203,31/1/06,01W,
,132207,31/1/06,01W,
,132214,31/1/06,01W,
,132215,31/1/06,01W,
,132216,31/1/06,01W,
,132218,31/1/06,01W,
,132219,31/1/06,01W,
,132220,31/1/06,01W,
,132221,31/1/06,01W,
,132222,31/1/06,01W,
,132223,31/1/06,01W,
,132224,31/1/06,01W,
,132225,31/1/06,01W,
,132226,31/1/06,01W,
,132227,31/1/06,01W,
,132228,31/1/06,01W,
